#x_m,y_m,w_tr
-33.890957,27.920615,2.109191
-33.832320,27.871186,2.111709
-33.773684,27.821758,2.111709
-33.715047,27.772330,2.109191
-33.656410,27.722902,2.134195
-33.597774,27.673474,2.156682
-33.537735,27.627431,2.134195
-33.479098,27.578003,2.111709
-33.420461,27.528575,2.111709
-33.361825,27.479147,2.111709
-33.303188,27.429719,2.134195
-33.243487,27.382861,2.156682
-33.182153,27.339944,2.086705
-33.123288,27.291068,2.109191
-33.064651,27.241640,2.111709
-33.006014,27.192212,2.111709
-32.947378,27.142784,2.134195
-32.888741,27.093356,2.156682
-32.828702,27.047313,2.156682
-32.770065,26.997885,2.134195
-32.711429,26.948457,2.111709
-32.652792,26.899029,2.111709
-32.594155,26.849601,2.134195
-32.535519,26.800172,2.156682
-32.476323,26.752094,2.156682
-32.417456,26.703222,2.156682
-32.358819,26.653793,2.134195
-32.300183,26.604365,2.111709
-32.241546,26.554937,2.111709
-32.182909,26.505509,2.134195
-32.124273,26.456081,2.156682
-32.064234,26.410038,2.156682
-32.005597,26.360610,2.134195
-31.946960,26.311182,2.111709
-31.888324,26.261754,2.111709
-31.829687,26.212326,2.134195
-31.771050,26.162898,2.086705
-31.712360,26.113598,2.156682
-31.652988,26.065947,2.134195
-31.594351,26.016519,2.111709
-31.535714,25.967091,2.111709
-31.477078,25.917662,2.111709
-31.415977,25.874183,2.134195
-31.354643,25.831266,2.156682
-31.293363,25.788221,2.086705
-31.234726,25.738793,2.109191
-31.176089,25.689364,2.111709
-31.117453,25.639936,2.134195
-31.058816,25.590508,2.156682
-31.002591,25.535257,2.156682
-30.943955,25.485829,2.156682
-30.885318,25.436401,2.134195
-30.826681,25.386972,2.111709
-30.768045,25.337544,2.111709
-30.706945,25.294061,2.134195
-30.645612,25.251144,2.156682
-30.584330,25.208103,2.086705
-30.525693,25.158674,2.109191
-30.467056,25.109246,2.111709
-30.408420,25.059818,2.134195
-30.349783,25.010390,2.156682
-30.293558,24.955139,2.156682
-30.234922,24.905711,2.156682
-30.176285,24.856282,2.134195
-30.117648,24.806854,2.111709
-30.059012,24.757426,2.111709
-29.997914,24.713939,2.134195
-29.936580,24.671023,2.156682
-29.875297,24.627984,2.086705
-29.816660,24.578556,2.109191
-29.758023,24.529128,2.111709
-29.699387,24.479700,2.134195
-29.640750,24.430272,2.156682
-29.584525,24.375021,2.156682
-29.525889,24.325592,2.156682
-29.467252,24.276164,2.134195
-29.408615,24.226736,2.111709
-29.349979,24.177308,2.111709
-29.291342,24.127880,2.134195
-29.230750,24.083172,2.156682
-29.169465,24.040138,2.134195
-29.110828,23.990710,2.109191
-29.052192,23.941281,2.111709
-28.993555,23.891853,2.111709
-28.934367,23.843757,2.109191
-28.873033,23.800840,2.134195
-28.813655,23.753203,2.156682
-28.755018,23.703775,2.134195
-28.696381,23.654347,2.111709
-28.637744,23.604919,2.111709
-28.579108,23.555491,2.134195
-28.521023,23.504731,2.156682
-28.463634,23.452291,2.156682
-28.404997,23.402863,2.109191
-28.346360,23.353435,2.111709
-28.287723,23.304007,2.111709
-28.228537,23.255906,2.109191
-28.167203,23.212990,2.134195
-28.105869,23.170073,2.156682
-28.045985,23.123657,2.134195
-27.987348,23.074229,2.111709
-27.928712,23.024801,2.111709
-27.870075,22.975372,2.134195
-27.811988,22.924616,2.156682
-27.754601,22.872173,2.156682
-27.695964,22.822745,2.109191
-27.637327,22.773317,2.111709
-27.578691,22.723888,2.111709
-27.520054,22.674460,2.109191
-27.461417,22.625032,2.086705
-27.402780,22.575604,2.156682
-27.342895,22.529192,2.134195
-27.284258,22.479763,2.111709
-27.225621,22.430335,2.111709
-27.166985,22.380907,2.111709
-27.108348,22.331479,2.134195
-27.048265,22.285543,2.156682
-26.986931,22.242627,2.086705
-26.928294,22.193198,2.109191
-26.869658,22.143770,2.111709
-26.811021,22.094342,2.111709
-26.752384,22.044914,2.109191
-26.693748,21.995486,2.156682
-26.633860,21.949077,2.156682
-26.575224,21.899649,2.134195
-26.516587,21.850221,2.111709
-26.457950,21.800793,2.111709
-26.399314,21.751365,2.134195
-26.339232,21.705425,2.156682
-26.277898,21.662508,2.086705
-26.219261,21.613080,2.109191
-26.160625,21.563652,2.111709
-26.101988,21.514224,2.111709
-26.043351,21.464796,2.109191
-25.984715,21.415368,2.156682
-25.924826,21.368963,2.156682
-25.866189,21.319535,2.134195
