#s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
47.5928639,-32.6485835,25.8410621,5.5968891,0.0000482,8.4999676,0.0000002
47.7928339,-32.4938865,25.7143468,5.5969001,0.0000612,8.4999676,0.0000002
47.9928039,-32.3391880,25.5876334,5.5969132,0.0000691,8.4999677,0.0000002
48.1927739,-32.1844877,25.4609220,5.5969274,0.0000726,8.4999677,0.0000002
48.3927440,-32.0297856,25.3342130,5.5969420,0.0000724,8.4999677,0.0000002
48.5927140,-31.8750817,25.2075061,5.5969562,0.0000693,8.4999677,0.0000002
48.7926840,-31.7203760,25.0808014,5.5969695,0.0000638,8.4999677,0.0000002
48.9926540,-31.5656687,24.9540986,5.5969815,0.0000566,8.4999677,0.0000002
49.1926240,-31.4109599,24.8273976,5.5969920,0.0000476,8.4999677,0.0000002
49.3925940,-31.2562500,24.7006980,5.5970007,0.0000395,8.4999677,0.0000002
49.5925640,-31.1015391,24.5739997,5.5970072,0.0000257,8.4999677,0.0000001
49.7925341,-30.9468273,24.4473022,5.5970143,0.0000482,8.4999677,0.0000001
49.9925041,-30.7921140,24.3206058,5.5970237,0.0000430,8.4999677,0.0000000
50.1924741,-30.6373998,24.1939106,5.5970285,0.0000025,8.4999677,-0.0000000
50.3924441,-30.4826857,24.0672159,5.5970279,-0.0000056,8.4999677,-0.0000000
50.5924141,-30.3279717,23.9405210,5.5970261,-0.0000131,8.4999677,-0.0000000
50.7923841,-30.1732581,23.8138257,5.5970228,-0.0000196,8.4999677,-0.0000000
50.9923542,-30.0185450,23.6871298,5.5970183,-0.0000256,8.4999677,-0.0000000
51.1923242,-29.8638325,23.5604331,5.5970126,-0.0000310,8.4999677,-0.0000000
51.3922942,-29.7091207,23.4337354,5.5970059,-0.0000357,8.4999677,-0.0000000
51.5922642,-29.5544099,23.3070366,5.5969984,-0.0000399,8.4999677,-0.0000000
51.7922342,-29.3997001,23.1803367,5.5969900,-0.0000435,8.4999677,-0.0000000
51.9922042,-29.2449914,23.0536353,5.5969810,-0.0000464,8.4999677,-0.0000000
52.1921743,-29.0902839,22.9269325,5.5969715,-0.0000489,8.4999677,-0.0000000
52.3921443,-28.9355776,22.8002283,5.5969615,-0.0000508,8.4999677,-0.0000000
52.5921143,-28.7808726,22.6735224,5.5969512,-0.0000523,8.4999677,-0.0000000
52.7920843,-28.6261689,22.5468149,5.5969406,-0.0000534,8.4999677,-0.0000000
52.9920543,-28.4714666,22.4201058,5.5969299,-0.0000541,8.4999677,-0.0000000
53.1920243,-28.3167657,22.2933950,5.5969190,-0.0000545,8.4999677,-0.0000000
53.3919944,-28.1620661,22.1666826,5.5969081,-0.0000546,8.4999677,-0.0000000
53.5919644,-28.0073679,22.0399684,5.5968972,-0.0000545,8.4999677,-0.0000000
53.7919344,-27.8526711,21.9132525,5.5968863,-0.0000541,8.4999677,-0.0000000
53.9919044,-27.6979757,21.7865350,5.5968756,-0.0000537,8.4999677,-0.0000000
54.1918744,-27.5432816,21.6598158,5.5968649,-0.0000531,8.4999677,-0.0000000
54.3918444,-27.3885888,21.5330950,5.5968544,-0.0000524,8.4999677,-0.0000000
54.5918145,-27.2338974,21.4063726,5.5968440,-0.0000516,8.4999677,-0.0000000
54.7917845,-27.0792073,21.2796485,5.5968337,-0.0000508,8.4999677,-0.0000000
54.9917545,-26.9245185,21.1529229,5.5968236,-0.0000500,8.4999677,-0.0000000
55.1917245,-26.7698310,21.0261958,5.5968137,-0.0000492,8.4999677,-0.0000000
55.3916945,-26.6151447,20.8994671,5.5968040,-0.0000484,8.4999677,-0.0000000
55.5916645,-26.4604596,20.7727369,5.5967944,-0.0000476,8.4999677,-0.0000000
55.7916346,-26.3057757,20.6460053,5.5967849,-0.0000468,8.4999677,-0.0000000
55.9916046,-26.1510931,20.5192722,5.5967756,-0.0000461,8.4999677,-0.0000000
56.1915746,-25.9964116,20.3925377,5.5967665,-0.0000454,8.4999677,-0.0000000
56.3915446,-25.8417312,20.2658018,5.5967575,-0.0000448,8.4999677,-0.0000000
56.5915146,-25.6870520,20.1390644,5.5967486,-0.0000442,8.4999677,-0.0000000
56.7914846,-25.5323739,20.0123258,5.5967398,-0.0000437,8.4999677,-0.0000000
56.9914547,-25.3776969,19.8855857,5.5967311,-0.0000432,8.4999677,-0.0000000
57.1914247,-25.2230210,19.7588444,5.5967225,-0.0000428,8.4999677,-0.0000000
57.3913947,-25.0683462,19.6321017,5.5967140,-0.0000424,8.4999677,-0.0000000
57.5913647,-24.9136724,19.5053577,5.5967055,-0.0000421,8.4999677,-0.0000000
57.7913347,-24.7589998,19.3786124,5.5966972,-0.0000417,8.4999677,-0.0000000
57.9913047,-24.6043281,19.2518658,5.5966888,-0.0000415,8.4999677,-0.0000000
58.1912748,-24.4496576,19.1251179,5.5966806,-0.0000412,8.4999677,-0.0000000
58.3912448,-24.2949881,18.9983688,5.5966724,-0.0000409,8.4999677,-0.0000000
58.5912148,-24.1403196,18.8716184,5.5966642,-0.0000407,8.4999677,-0.0000000
58.7911848,-23.9856521,18.7448667,5.5966561,-0.0000405,8.4999677,-0.0000000
58.9911548,-23.8309857,18.6181138,5.5966480,-0.0000403,8.4999677,-0.0000000
59.1911248,-23.6763203,18.4913596,5.5966400,-0.0000401,8.4999677,-0.0000000
59.3910948,-23.5216559,18.3646042,5.5966320,-0.0000398,8.4999677,-0.0000000
59.5910649,-23.3669925,18.2378476,5.5966240,-0.0000396,8.4999677,-0.0000000
59.7910349,-23.2123302,18.1110897,5.5966161,-0.0000394,8.4999677,-0.0000000
59.9910049,-23.0576688,17.9843306,5.5966083,-0.0000392,8.4999677,-0.0000000
60.1909749,-22.9030084,17.8575703,5.5966005,-0.0000390,8.4999677,-0.0000000
60.3909449,-22.7483490,17.7308088,5.5965927,-0.0000387,8.4999677,-0.0000000
60.5909149,-22.5936906,17.6040461,5.5965850,-0.0000385,8.4999677,-0.0000000
60.7908850,-22.4390332,17.4772822,5.5965773,-0.0000382,8.4999677,-0.0000000
60.9908550,-22.2843767,17.3505171,5.5965697,-0.0000380,8.4999677,-0.0000000
61.1908250,-22.1297212,17.2237509,5.5965621,-0.0000377,8.4999677,-0.0000000
61.3907950,-21.9750666,17.0969835,5.5965546,-0.0000374,8.4999677,-0.0000000
61.5907650,-21.8204130,16.9702149,5.5965472,-0.0000372,8.4999677,-0.0000000
61.7907350,-21.6657604,16.8434452,5.5965397,-0.0000369,8.4999677,-0.0000000
61.9907051,-21.5111086,16.7166743,5.5965324,-0.0000366,8.4999677,-0.0000000
62.1906751,-21.3564579,16.5899023,5.5965251,-0.0000363,8.4999677,-0.0000000
62.3906451,-21.2018080,16.4631292,5.5965179,-0.0000360,8.4999677,-0.0000000
